step,loss_to
1870,0.045269
1871,0.045249
1872,0.045230
1873,0.045210
1874,0.045190
1875,0.045170
1876,0.045150
1877,0.045131
1878,0.045111
1879,0.045091
1880,0.045071
1881,0.045051
1882,0.045032
1883,0.045012
1884,0.044992
1885,0.044972
1886,0.044953
1887,0.044933
1888,0.044913
1889,0.044893
1890,0.044874
1891,0.044854
1892,0.044834
1893,0.044815
1894,0.044795
1895,0.044775
1896,0.044755
1897,0.044736
1898,0.044716
1899,0.044696
1900,0.044677
1901,0.044657
1902,0.044637
1903,0.044618
1904,0.044598
1905,0.044578
1906,0.044559
1907,0.044539
1908,0.044520
1909,0.044500
1910,0.044480
1911,0.044461
1912,0.044441
1913,0.044421
1914,0.044402
1915,0.044382
1916,0.044363
1917,0.044343
1918,0.044324
1919,0.044304
1920,0.044284
1921,0.044265
1922,0.044245
1923,0.044226
1924,0.044206
1925,0.044187
1926,0.044167
1927,0.044148
1928,0.044128
1929,0.044109
1930,0.044089
1931,0.044070
1932,0.044050
1933,0.044031
1934,0.044011
1935,0.043992
1936,0.043972
1937,0.043953
1938,0.043933
1939,0.043914
1940,0.043894
1941,0.043875
1942,0.043855
1943,0.043836
1944,0.043816
1945,0.043797
1946,0.043778
1947,0.043758
1948,0.043739
1949,0.043719
1950,0.043700
1951,0.043680
1952,0.043661
1953,0.043642
1954,0.043622
1955,0.043603
1956,0.043583
1957,0.043564
1958,0.043545
1959,0.043525
1960,0.043506
1961,0.043487
1962,0.043467
1963,0.043448
1964,0.043429
1965,0.043409
1966,0.043390
1967,0.043371
1968,0.043351
1969,0.043332
1970,0.043313
1971,0.043293
1972,0.043274
1973,0.043255
1974,0.043236
1975,0.043216
1976,0.043197
1977,0.043178
1978,0.043158
1979,0.043139
1980,0.043120
1981,0.043101
1982,0.043081
1983,0.043062
1984,0.043043
1985,0.043024
1986,0.043004
1987,0.042985
1988,0.042966
1989,0.042947
1990,0.042928
1991,0.042908
1992,0.042889
1993,0.042870
1994,0.042851
1995,0.042832
1996,0.042812
1997,0.042793
1998,0.042774
1999,0.042755
