step,loss_pa,loss_to
202,1.001970648765564,0.108020
203,1.0015488862991333,0.107808
204,1.0011236667633057,0.107598
205,1.000716209411621,0.107391
206,1.0002965927124023,0.107186
207,0.999874472618103,0.106983
208,0.9994359016418457,0.106782
209,0.9989988207817078,0.106583
210,0.9985560178756714,0.106387
211,0.9981178641319275,0.106192
212,0.9976601004600525,0.105999
213,0.9972234964370728,0.105809
214,0.9967764616012573,0.105620
215,0.9963414669036865,0.105433
216,0.9958793520927429,0.105248
217,0.9954317808151245,0.105065
218,0.994976282119751,0.104884
219,0.9945293068885803,0.104705
220,0.9940506815910339,0.104527
221,0.9935788512229919,0.104351
222,0.9931122660636902,0.104177
223,0.9926641583442688,0.104004
224,0.9921995997428894,0.103834
225,0.9917392134666443,0.103664
226,0.9912724494934082,0.103497
227,0.9908117055892944,0.103331
228,0.9903448224067688,0.103166
229,0.9898797273635864,0.103003
230,0.9893967509269714,0.102842
231,0.9889262914657593,0.102682
232,0.9884564876556396,0.102523
233,0.9879734516143799,0.102366
234,0.9875060319900513,0.102211
235,0.9870271682739258,0.102056
236,0.9865445494651794,0.101903
237,0.9860509634017944,0.101752
238,0.9855735898017883,0.101602
239,0.9850801825523376,0.101453
240,0.9845988750457764,0.101305
241,0.9841118454933167,0.101159
242,0.983629584312439,0.101014
243,0.9831375479698181,0.100870
244,0.9826561808586121,0.100728
245,0.9821693897247314,0.100586
246,0.9816550612449646,0.100446
247,0.9811480641365051,0.100307
248,0.9806520938873291,0.100169
249,0.9801521301269531,0.100032
250,0.979664146900177,0.099897
251,0.9791664481163025,0.099762
252,0.9786717295646667,0.099629
253,0.9781638979911804,0.099496
254,0.9776507019996643,0.099365
255,0.9771488308906555,0.099235
256,0.9766259789466858,0.099105
257,0.9760993719100952,0.098977
258,0.9755834937095642,0.098850
259,0.975063145160675,0.098724
260,0.9745420813560486,0.098598
261,0.9739962816238403,0.098474
262,0.9734686017036438,0.098351
263,0.9729169011116028,0.098228
264,0.9723690748214722,0.098107
265,0.9718326330184937,0.097986
266,0.9712842702865601,0.097866
267,0.9707465767860413,0.097748
268,0.970189094543457,0.097630
269,0.9696341753005981,0.097512
270,0.9690768718719482,0.097396
271,0.9685090780258179,0.097281
272,0.9679393768310547,0.097166
273,0.9673781394958496,0.097052
274,0.966838538646698,0.096939
275,0.9662678837776184,0.096827
276,0.9657281041145325,0.096716
277,0.9651753902435303,0.096605
278,0.9646163582801819,0.096495
279,0.964059054851532,0.096386
280,0.9635209441184998,0.096278
281,0.9629790782928467,0.096170
282,0.9624099135398865,0.096063
283,0.9618480205535889,0.095957
284,0.9612923264503479,0.095851
285,0.9607245326042175,0.095747
286,0.9601485729217529,0.095643
287,0.959576427936554,0.095539
288,0.9590036273002625,0.095436
289,0.9584268927574158,0.095334
290,0.9578368663787842,0.095233
291,0.9572610259056091,0.095132
292,0.9566731452941895,0.095032
293,0.9560832381248474,0.094932
294,0.9554938077926636,0.094834
295,0.954898476600647,0.094735
296,0.9542924165725708,0.094638
297,0.9536924958229065,0.094541
298,0.9530810713768005,0.094444
299,0.9524738192558289,0.094348
300,0.9518789052963257,0.094253
301,0.951287031173706,0.094158
302,0.9506966471672058,0.094064
303,0.9500927925109863,0.093970
304,0.9494740962982178,0.093877
305,0.9488515853881836,0.093785
306,0.9482355713844299,0.093693
307,0.9476064443588257,0.093602
308,0.9469859004020691,0.093511
309,0.9463465809822083,0.093420
310,0.945730447769165,0.093331
311,0.945088803768158,0.093241
312,0.9444621205329895,0.093152
313,0.9438377618789673,0.093064
314,0.9432032108306885,0.092976
315,0.9425605535507202,0.092889
316,0.9418917298316956,0.092802
317,0.9412247538566589,0.092716
318,0.9405644536018372,0.092630
319,0.9399057626724243,0.092544
320,0.9392486214637756,0.092459
321,0.9385896921157837,0.092375
322,0.9379003047943115,0.092291
323,0.9372223019599915,0.092207
324,0.9365593791007996,0.092124
325,0.9358759522438049,0.092041
326,0.935201108455658,0.091959
327,0.9345174431800842,0.091877
328,0.9338328242301941,0.091795
329,0.933140754699707,0.091714
330,0.9324434399604797,0.091634
331,0.9317554235458374,0.091553
332,0.9310522079467773,0.091474
333,0.9303438663482666,0.091394
334,0.9296337962150574,0.091315
335,0.928929328918457,0.091236
336,0.9282175302505493,0.091158
337,0.9274982213973999,0.091080
338,0.9267815947532654,0.091003
339,0.9260532259941101,0.090926
340,0.9253042936325073,0.090849
341,0.9245579838752747,0.090773
342,0.9238042235374451,0.090697
343,0.9230363965034485,0.090621
344,0.922277569770813,0.090546
345,0.9215112924575806,0.090471
346,0.9207403659820557,0.090396
347,0.9199585914611816,0.090322
348,0.9191973209381104,0.090248
349,0.9184290766716003,0.090175
350,0.9176453948020935,0.090101
351,0.9168773293495178,0.090028
352,0.9160969257354736,0.089956
353,0.9153146743774414,0.089884
354,0.9145169854164124,0.089812
355,0.9137417078018188,0.089740
356,0.9129348397254944,0.089669
357,0.9121328592300415,0.089598
358,0.91131192445755,0.089527
359,0.9105187058448792,0.089457
360,0.9097077250480652,0.089387
361,0.9089066982269287,0.089317
362,0.9081075191497803,0.089248
363,0.9072774052619934,0.089179
364,0.906430721282959,0.089110
365,0.9056094884872437,0.089041
366,0.904780387878418,0.088973
367,0.9039401412010193,0.088905
368,0.9031078219413757,0.088838
369,0.9022731184959412,0.088770
370,0.9014336466789246,0.088703
371,0.9005768895149231,0.088636
372,0.8997348546981812,0.088570
373,0.8988858461380005,0.088503
374,0.8980216979980469,0.088437
375,0.8971655368804932,0.088371
376,0.8962878584861755,0.088306
377,0.8954419493675232,0.088241
378,0.8945627808570862,0.088176
379,0.8936669826507568,0.088111
380,0.8927929997444153,0.088046
381,0.8919093012809753,0.087982
382,0.8909800052642822,0.087918
383,0.8900831937789917,0.087854
384,0.8891842365264893,0.087791
385,0.8882902264595032,0.087728
386,0.8873714804649353,0.087665
387,0.8864578008651733,0.087602
388,0.8855319619178772,0.087539
389,0.884609580039978,0.087477
390,0.8836791515350342,0.087415
391,0.8827399015426636,0.087353
392,0.8818039894104004,0.087291
393,0.8808615803718567,0.087230
394,0.879910945892334,0.087169
395,0.8789761066436768,0.087108
396,0.8780332803726196,0.087047
397,0.877095639705658,0.086987
398,0.8761473894119263,0.086926
399,0.8752122521400452,0.086866
400,0.8742457032203674,0.086806
401,0.873281717300415,0.086747
402,0.8723267316818237,0.086687
403,0.8713932633399963,0.086628
404,0.8704463243484497,0.086569
405,0.8694584965705872,0.086510
406,0.868494987487793,0.086451
407,0.8675150275230408,0.086393
408,0.8665362000465393,0.086335
409,0.865571141242981,0.086277
410,0.8645933866500854,0.086219
411,0.8635881543159485,0.086161
412,0.8625933527946472,0.086104
413,0.8616132736206055,0.086046
414,0.8606125712394714,0.085989
415,0.8596158623695374,0.085932
416,0.8586066365242004,0.085876
417,0.8576189279556274,0.085819
418,0.8565937876701355,0.085763
419,0.8555756211280823,0.085706
420,0.8545467853546143,0.085650
421,0.8535250425338745,0.085595
422,0.852500855922699,0.085539
423,0.8515109419822693,0.085483
424,0.8504776358604431,0.085428
425,0.8494677543640137,0.085373
426,0.8484542369842529,0.085318
427,0.8474425673484802,0.085263
428,0.8464295268058777,0.085209
429,0.8453888297080994,0.085154
430,0.8443501591682434,0.085100
431,0.8433286547660828,0.085046
432,0.8422924876213074,0.084992
433,0.8412557244300842,0.084938
434,0.8402031064033508,0.084884
435,0.8391867876052856,0.084831
436,0.8381562829017639,0.084778
437,0.8371248841285706,0.084724
438,0.836074948310852,0.084671
439,0.8350489139556885,0.084619
440,0.8339724540710449,0.084566
441,0.8329383730888367,0.084513
442,0.8318874835968018,0.084461
443,0.8308475017547607,0.084409
444,0.8297730684280396,0.084356
445,0.8287363052368164,0.084305
446,0.827672004699707,0.084253
447,0.8266215920448303,0.084201
448,0.8255751729011536,0.084150
449,0.8245360851287842,0.084098
450,0.8234876394271851,0.084047
451,0.8223972320556641,0.083996
452,0.8212789297103882,0.083945
453,0.8201811909675598,0.083894
454,0.8190858364105225,0.083843
455,0.8179671168327332,0.083793
456,0.8168665766716003,0.083742
457,0.8157746195793152,0.083692
458,0.8146376609802246,0.083642
459,0.813526451587677,0.083592
460,0.8124168515205383,0.083542
461,0.8113242387771606,0.083492
462,0.8102685213088989,0.083443
463,0.8091882467269897,0.083393
464,0.808100163936615,0.083344
465,0.80701744556427,0.083295
466,0.805949866771698,0.083246
467,0.8048807382583618,0.083197
468,0.8037659525871277,0.083148
469,0.8026682138442993,0.083099
470,0.8015086054801941,0.083050
471,0.8003638982772827,0.083002
472,0.7992359399795532,0.082953
473,0.7980725169181824,0.082905
474,0.7969428300857544,0.082857
475,0.7958014011383057,0.082809
476,0.7946363687515259,0.082761
477,0.7934815287590027,0.082713
478,0.7923269271850586,0.082666
479,0.791131854057312,0.082618
480,0.7899580001831055,0.082571
481,0.7887756824493408,0.082523
482,0.7875874638557434,0.082476
483,0.786402702331543,0.082429
484,0.7852334976196289,0.082382
485,0.7840502858161926,0.082335
486,0.7828700542449951,0.082289
487,0.781702995300293,0.082242
488,0.780551552772522,0.082195
489,0.7793920636177063,0.082149
490,0.7782388925552368,0.082103
491,0.7770982384681702,0.082056
492,0.7759670615196228,0.082010
493,0.7748302817344666,0.081964
494,0.7736749649047852,0.081918
495,0.7725290656089783,0.081873
496,0.7713891267776489,0.081827
497,0.7702508568763733,0.081781
498,0.7691137194633484,0.081736
499,0.7680070996284485,0.081690
500,0.7669078707695007,0.081645
501,0.7658170461654663,0.081600
502,0.7647171020507812,0.081555
503,0.7636071443557739,0.081510
504,0.7625055909156799,0.081465
505,0.7614388465881348,0.081420
506,0.7603761553764343,0.081375
507,0.7592928409576416,0.081331
508,0.75821852684021,0.081286
509,0.7571485042572021,0.081242
510,0.756071925163269,0.081198
511,0.7550113201141357,0.081153
512,0.7539725303649902,0.081109
513,0.7529393434524536,0.081065
514,0.7518924474716187,0.081021
515,0.7508707642555237,0.080977
516,0.7498442530632019,0.080933
517,0.7487994432449341,0.080890
518,0.7477936744689941,0.080846
519,0.7468019723892212,0.080803
520,0.7458173036575317,0.080759
521,0.7448127865791321,0.080716
522,0.7438402771949768,0.080673
523,0.7428445219993591,0.080629
524,0.7418921589851379,0.080586
525,0.7409236431121826,0.080543
526,0.7399702072143555,0.080501
527,0.7390267252922058,0.080458
528,0.7380765080451965,0.080415
529,0.7371156215667725,0.080372
530,0.7361654043197632,0.080330
531,0.7352245450019836,0.080287
532,0.7342996597290039,0.080245
533,0.7333773374557495,0.080202
534,0.7324733138084412,0.080160
535,0.7315570712089539,0.080118
536,0.7306550145149231,0.080076
537,0.7297402620315552,0.080034
538,0.728861391544342,0.079992
539,0.7279647588729858,0.079950
540,0.7271115779876709,0.079908
541,0.7262224555015564,0.079867
542,0.7253565192222595,0.079825
543,0.7244943976402283,0.079784
544,0.7236657738685608,0.079742
545,0.7228285074234009,0.079701
546,0.7219869494438171,0.079659
547,0.7211717367172241,0.079618
548,0.7203733325004578,0.079577
549,0.7195578813552856,0.079536
550,0.7187804579734802,0.079495
551,0.7179918885231018,0.079454
552,0.717202365398407,0.079413
553,0.7164351344108582,0.079372
554,0.715653657913208,0.079332
555,0.7149123549461365,0.079291
556,0.7141568660736084,0.079250
557,0.7133821845054626,0.079210
558,0.7125675082206726,0.079169
559,0.7117716073989868,0.079129
560,0.7109737396240234,0.079089
561,0.7101052403450012,0.079048
562,0.7092537879943848,0.079008
563,0.7083503007888794,0.078968
564,0.7074713706970215,0.078928
565,0.7065702080726624,0.078888
566,0.7056910991668701,0.078848
567,0.7048006057739258,0.078808
568,0.703935980796814,0.078769
569,0.7030814290046692,0.078729
570,0.7022207975387573,0.078689
571,0.7013838291168213,0.078650
572,0.7005436420440674,0.078610
573,0.6997239589691162,0.078571
574,0.698901891708374,0.078531
575,0.698094367980957,0.078492
576,0.6972747445106506,0.078453
577,0.6964548230171204,0.078414
578,0.6956811547279358,0.078375
579,0.6948906779289246,0.078335
580,0.6941136717796326,0.078296
581,0.6933420896530151,0.078258
582,0.6925869584083557,0.078219
583,0.6918127536773682,0.078180
584,0.691047728061676,0.078141
585,0.6903147101402283,0.078102
586,0.6895614266395569,0.078064
587,0.6888130903244019,0.078025
588,0.6880588531494141,0.077987
589,0.6873152256011963,0.077948
590,0.6865837574005127,0.077910
591,0.6858477592468262,0.077871
592,0.6851168870925903,0.077833
593,0.6843985915184021,0.077795
594,0.6836779117584229,0.077757
595,0.6829380989074707,0.077719
596,0.6822346448898315,0.077681
597,0.68153315782547,0.077643
598,0.6808210015296936,0.077605
599,0.6801247596740723,0.077567
600,0.6794371604919434,0.077529
601,0.6787319183349609,0.077491
602,0.6780745387077332,0.077454
603,0.6774047613143921,0.077416
604,0.6767350435256958,0.077378
605,0.6760753989219666,0.077341
606,0.6754177212715149,0.077303
607,0.6747432947158813,0.077266
608,0.6741081476211548,0.077228
609,0.6734543442726135,0.077191
610,0.672808825969696,0.077154
611,0.6721630096435547,0.077117
612,0.671532392501831,0.077079
613,0.6708860993385315,0.077042
614,0.6702672839164734,0.077005
615,0.6696276068687439,0.076968
616,0.6690044403076172,0.076931
617,0.6683883666992188,0.076894
618,0.6677677631378174,0.076857
619,0.6671884655952454,0.076821
620,0.6666169762611389,0.076784
621,0.6660130023956299,0.076747
622,0.6654410362243652,0.076710
623,0.664859414100647,0.076674
624,0.6643017530441284,0.076637
625,0.6637222766876221,0.076601
626,0.6631555557250977,0.076564
627,0.6625708341598511,0.076528
628,0.6620039939880371,0.076491
629,0.6614255309104919,0.076455
630,0.6608555316925049,0.076419
631,0.6602855920791626,0.076383
632,0.6597182750701904,0.076347
633,0.6591506004333496,0.076310
634,0.6586063504219055,0.076274
635,0.6580384373664856,0.076238
636,0.6574826240539551,0.076202
637,0.6569125652313232,0.076166
638,0.6563501358032227,0.076130
639,0.6557876467704773,0.076095
640,0.6552273035049438,0.076059
641,0.6546647548675537,0.076023
642,0.654110848903656,0.075987
643,0.6535462737083435,0.075952
644,0.6529629826545715,0.075916
645,0.6523550152778625,0.075880
646,0.6517015695571899,0.075845
647,0.6510570049285889,0.075809
648,0.6504179239273071,0.075774
649,0.6497687101364136,0.075739
650,0.6491581201553345,0.075703
651,0.6485137343406677,0.075668
652,0.6478302478790283,0.075633
653,0.6471678018569946,0.075597
654,0.6464904546737671,0.075562
655,0.6458053588867188,0.075527
656,0.6451330184936523,0.075492
657,0.6444597840309143,0.075457
658,0.6437832713127136,0.075422
659,0.6430944800376892,0.075387
660,0.6424157023429871,0.075352
661,0.6417333483695984,0.075317
662,0.6410447359085083,0.075282
663,0.6403388977050781,0.075247
664,0.6396440863609314,0.075213
665,0.6389381289482117,0.075178
666,0.6382260322570801,0.075143
667,0.6375108361244202,0.075109
668,0.6368090510368347,0.075074
669,0.6360976099967957,0.075039
670,0.6354004144668579,0.075005
671,0.6346772909164429,0.074970
672,0.6339755058288574,0.074936
673,0.6332611441612244,0.074902
674,0.6325435042381287,0.074867
675,0.6318099498748779,0.074833
676,0.6311078071594238,0.074799
677,0.6303979158401489,0.074764
678,0.6296799778938293,0.074730
679,0.6289641857147217,0.074696
680,0.6282508969306946,0.074662
681,0.627522885799408,0.074628
682,0.6268094182014465,0.074594
683,0.6260856986045837,0.074560
684,0.6253600716590881,0.074526
685,0.6246268153190613,0.074492
686,0.6238915324211121,0.074458
687,0.623149573802948,0.074424
688,0.6224433183670044,0.074390
689,0.6217190623283386,0.074356
690,0.6209840178489685,0.074323
691,0.6202385425567627,0.074289
692,0.6195049285888672,0.074255
693,0.6187727451324463,0.074221
694,0.6180292367935181,0.074188
695,0.6172963976860046,0.074154
696,0.616552472114563,0.074121
697,0.6157926917076111,0.074087
698,0.6150351762771606,0.074054
699,0.6142724752426147,0.074020
700,0.613520085811615,0.073987
701,0.6127603054046631,0.073954
702,0.6119837164878845,0.073920
703,0.6112249493598938,0.073887
704,0.6104385852813721,0.073854
705,0.6096462607383728,0.073820
706,0.6088548898696899,0.073787
707,0.6080726981163025,0.073754
708,0.6072808504104614,0.073721
709,0.6064775586128235,0.073688
710,0.6056575775146484,0.073655
711,0.6048520803451538,0.073622
712,0.6040289998054504,0.073589
713,0.6031930446624756,0.073556
714,0.6023672223091125,0.073523
715,0.6015436053276062,0.073490
716,0.6007112264633179,0.073457
717,0.5998883843421936,0.073424
718,0.5990662574768066,0.073392
719,0.5982328653335571,0.073359
720,0.5973936915397644,0.073326
721,0.5965390801429749,0.073293
722,0.595687747001648,0.073261
723,0.5948398113250732,0.073228
724,0.5939767360687256,0.073195
725,0.5931298136711121,0.073163
726,0.5922784209251404,0.073130
727,0.5914227962493896,0.073098
728,0.590528130531311,0.073065
729,0.5896371603012085,0.073033
730,0.5887453556060791,0.073000
731,0.5878397226333618,0.072968
732,0.5869280695915222,0.072936
733,0.5859981179237366,0.072903
734,0.5850722193717957,0.072871
735,0.584138810634613,0.072839
736,0.5832194685935974,0.072807
737,0.5822803378105164,0.072774
738,0.5813241600990295,0.072742
739,0.5803766250610352,0.072710
740,0.5794093012809753,0.072678
741,0.5784462094306946,0.072646
742,0.5774680972099304,0.072614
743,0.5765065550804138,0.072582
744,0.5755317211151123,0.072550
745,0.5745601058006287,0.072518
746,0.5735852122306824,0.072486
747,0.572614312171936,0.072454
748,0.5716278553009033,0.072422
749,0.5706543326377869,0.072390
750,0.5696843266487122,0.072359
751,0.568703293800354,0.072327
752,0.5677156448364258,0.072295
753,0.5667405724525452,0.072263
754,0.5657259821891785,0.072232
755,0.5647431015968323,0.072200
756,0.5637423396110535,0.072168
757,0.5627367496490479,0.072137
758,0.5617284178733826,0.072105
759,0.5607234239578247,0.072074
760,0.5597058534622192,0.072042
761,0.5586932301521301,0.072011
762,0.5576792359352112,0.071979
763,0.5566385984420776,0.071948
764,0.5556252598762512,0.071916
765,0.5545278191566467,0.071885
766,0.5533903241157532,0.071853
767,0.552244246006012,0.071822
768,0.5510992407798767,0.071791
769,0.5499705076217651,0.071760
770,0.5488191246986389,0.071728
771,0.5476698875427246,0.071697
772,0.5465168952941895,0.071666
773,0.5453741550445557,0.071635
774,0.5442224144935608,0.071604
775,0.5430582165718079,0.071572
776,0.5419103503227234,0.071541
777,0.5407680869102478,0.071510
778,0.539610743522644,0.071479
779,0.5384686589241028,0.071448
780,0.5372843742370605,0.071417
781,0.5361289978027344,0.071386
782,0.5349783301353455,0.071355
783,0.5338293313980103,0.071324
784,0.5327045321464539,0.071293
785,0.5316086411476135,0.071263
786,0.5305490493774414,0.071232
787,0.5295074582099915,0.071201
788,0.52845698595047,0.071170
789,0.5274209380149841,0.071139
790,0.5263802409172058,0.071109
791,0.5253384709358215,0.071078
792,0.524285614490509,0.071047
793,0.5232437252998352,0.071017
794,0.5221848487854004,0.070986
795,0.5211284756660461,0.070955
796,0.5200631022453308,0.070925
797,0.5189963579177856,0.070894
798,0.517937958240509,0.070864
799,0.5168796181678772,0.070833
800,0.5158047676086426,0.070803
801,0.514755129814148,0.070772
802,0.5136740803718567,0.070742
803,0.5126146078109741,0.070711
804,0.5115328431129456,0.070681
805,0.510462760925293,0.070650
806,0.5093816518783569,0.070620
807,0.5083060264587402,0.070590
808,0.5072175860404968,0.070559
809,0.506151020526886,0.070529
810,0.5050556659698486,0.070499
811,0.5039684176445007,0.070469
812,0.5028606653213501,0.070439
813,0.5017611384391785,0.070408
814,0.5006552934646606,0.070378
815,0.49955686926841736,0.070348
816,0.4984256327152252,0.070318
817,0.4973129630088806,0.070288
818,0.4961950182914734,0.070258
819,0.49506834149360657,0.070228
820,0.4939425587654114,0.070198
821,0.4928252100944519,0.070168
822,0.49169906973838806,0.070138
823,0.4905812740325928,0.070108
824,0.4894550144672394,0.070078
825,0.48833686113357544,0.070048
826,0.4872142970561981,0.070018
827,0.4860779345035553,0.069988
828,0.48492687940597534,0.069958
829,0.4837910532951355,0.069928
830,0.4826454222202301,0.069899
831,0.48152095079421997,0.069869
832,0.4803735613822937,0.069839
833,0.47923803329467773,0.069809
834,0.4781002700328827,0.069780
835,0.4769740700721741,0.069750
836,0.47583097219467163,0.069720
837,0.474701851606369,0.069691
838,0.4735582172870636,0.069661
839,0.47241634130477905,0.069631
840,0.4712815582752228,0.069602
841,0.47014522552490234,0.069572
842,0.46900108456611633,0.069543
843,0.4678671658039093,0.069513
844,0.46670711040496826,0.069484
845,0.46555373072624207,0.069454
846,0.46439802646636963,0.069425
847,0.46324092149734497,0.069395
848,0.46207764744758606,0.069366
849,0.46093636751174927,0.069336
850,0.45979079604148865,0.069307
851,0.45864754915237427,0.069278
852,0.45750072598457336,0.069248
853,0.456364244222641,0.069219
854,0.45520177483558655,0.069190
855,0.45407283306121826,0.069160
856,0.45291176438331604,0.069131
857,0.4517713189125061,0.069102
858,0.45060983300209045,0.069073
859,0.44946396350860596,0.069044
860,0.44831016659736633,0.069014
861,0.4471771717071533,0.068985
862,0.4460214674472809,0.068956
863,0.4448775351047516,0.068927
864,0.443710595369339,0.068898
865,0.44256046414375305,0.068869
866,0.44140568375587463,0.068840
867,0.4402335286140442,0.068811
868,0.43907463550567627,0.068782
869,0.4379139542579651,0.068753
870,0.43674424290657043,0.068724
871,0.4355792701244354,0.068695
872,0.4344116449356079,0.068666
873,0.4332621395587921,0.068637
874,0.432108998298645,0.068608
875,0.4309406578540802,0.068579
876,0.42977187037467957,0.068550
877,0.42860904335975647,0.068521
878,0.42743414640426636,0.068493
879,0.4262593984603882,0.068464
